4.3637,0.1584,-0.0176,0.1842456,0.1818528,10.0330104
4.3637,0.1771,-0.0011,0.1866384,0.1866384,10.097616
4.3637,0.1903,0.0352,0.17946,0.1986024,10.1741856
4.3637,0.2112,0.0638,0.1962096,0.2081736,10.2938256
4.3637,0.2332,0.0913,0.1938168,0.1938168,10.4876424
4.3637,0.253,0.1166,0.1962096,0.1962096,10.6886376
4.3637,0.2684,0.1463,0.1842456,0.1866384,10.911168
4.3637,0.2959,0.1628,0.17946,0.215352,11.1719832
4.3637,0.3113,0.1881,0.1866384,0.1890312,11.4662976
4.3637,0.3289,0.2167,0.1890312,0.203388,11.7941112
4.3406,0.3509,0.2376,0.2057808,0.1866384,12.131496
4.0887,0.3707,0.2541,0.191424,0.1962096,12.4832376
3.85,0.3916,0.2728,0.1842456,0.2009952,12.8995848
3.6278,0.4081,0.286,0.1722816,0.203388,13.2872184
3.4144,0.4312,0.3014,0.1962096,0.1938168,13.6916016
3.2065,0.4521,0.3091,0.1866384,0.191424,14.1318768
3.0217,0.4741,0.3267,0.17946,0.1866384,14.584116
2.8402,0.4961,0.3366,0.1842456,0.2105664,15.0435336
2.6774,0.5181,0.352,0.191424,0.1818528,15.5029512
2.5168,0.5335,0.3553,0.1842456,0.2009952,16.0030464
-0.6127,0.2079,0.3597,0.1938168,0.1962096,16.0006536
-0.6182,0.1925,0.3542,0.2009952,0.203388,15.8379432
-0.6248,0.1826,0.3586,0.191424,0.1986024,15.7302672
-0.6369,0.1705,0.3564,0.1818528,0.2009952,15.5914848
-0.6446,0.1606,0.3575,0.1866384,0.2081736,15.4622736
-0.6545,0.1518,0.3586,0.1938168,0.1962096,15.3306696
-0.6688,0.1342,0.3597,0.1986024,0.1962096,15.218208
-0.6787,0.1287,0.352,0.1938168,0.191424,15.0889968
-0.6864,0.1177,0.3542,0.2009952,0.1986024,14.9621784
-0.6985,0.1045,0.3597,0.1818528,0.1938168,14.8305744
-0.7161,0.088,0.3597,0.1938168,0.2057808,14.71572
-0.726,0.0781,0.3575,0.203388,0.2009952,14.5889016
-0.7337,0.066,0.3553,0.203388,0.1938168,14.4692616
-0.7491,0.0539,0.3531,0.203388,0.191424,14.3544072
-0.7623,0.0462,0.3575,0.1890312,0.1842456,14.2228032
-0.7755,0.0264,0.3597,0.1842456,0.1986024,14.1079488
-0.7909,0.0209,0.3575,0.1986024,0.1938168,13.9954872
-0.8019,0.0132,0.3553,0.2009952,0.215352,13.8734544
-0.8228,-0.0033,0.3553,0.1770672,0.2129592,13.7633856
-0.8305,-0.0132,0.3553,0.1938168,0.1890312,13.6604952
0.2739,0.0176,0.3201,0.1818528,0.1818528,13.615032
0.2794,0.0198,0.3179,0.1770672,0.1890312,13.63896
0.2783,0.0275,0.319,0.1986024,0.2009952,13.6437456
0.2805,0.0253,0.3135,0.1866384,0.1938168,13.6820304
0.2849,0.0275,0.3168,0.2057808,0.203388,13.7179224
0.2816,0.0319,0.319,0.1986024,0.191424,13.7514216
0.2805,0.0363,0.3223,0.191424,0.1866384,13.770564
0.2871,0.0341,0.319,0.2009952,0.1962096,13.8040632
0.2915,0.0418,0.3212,0.1938168,0.2057808,13.8160272
0.2937,0.0429,0.3223,0.1890312,0.191424,13.866276
0.2992,0.0495,0.3168,0.2057808,0.1890312,13.9045608
0.2926,0.055,0.3179,0.1866384,0.191424,13.9308816
0.2915,0.0561,0.3157,0.1986024,0.1938168,13.9595952
0.2893,0.0561,0.3157,0.2009952,0.2105664,13.99788
0.297,0.0528,0.319,0.1866384,0.1890312,14.0289864
0.2948,0.0583,0.3146,0.1746744,0.1746744,14.0529144
0.3014,0.0616,0.3168,0.2105664,0.2009952,14.0959848
0.308,0.0649,0.3135,0.1818528,0.1986024,14.1342696
0.3102,0.0759,0.3091,0.17946,0.203388,14.153412
0.3047,0.0781,0.3223,0.1866384,0.1890312,14.1916968
-0.0176,0.088,0.3322,0.1722816,0.1962096,14.1845184
-0.0132,0.0825,0.3355,0.1986024,0.203388,14.1821256
-0.0187,0.0792,0.3311,0.191424,0.203388,14.1510192
-0.0154,0.0803,0.33,0.203388,0.1842456,14.1677688
-0.0143,0.0814,0.3333,0.1962096,0.2057808,14.153412
-0.0077,0.0781,0.3278,0.1890312,0.191424,14.1390552
-0.0088,0.0803,0.3322,0.1866384,0.1842456,14.1366624
-0,0.0803,0.33,0.1842456,0.1890312,14.0911992
-0.0099,0.0737,0.33,0.1890312,0.1842456,14.0983776
-0.0055,0.0748,0.3311,0.1698888,0.1962096,14.0911992
-0.0022,0.0726,0.3289,0.1842456,0.191424,14.093592
0.0055,0.0715,0.33,0.1818528,0.1986024,14.069664
-0,0.0759,0.3311,0.191424,0.2177448,14.0768424
0.0055,0.0759,0.33,0.191424,0.1986024,14.0600928
0.0066,0.0682,0.3322,0.203388,0.1890312,14.0553072
0,0.0704,0.3322,0.191424,0.1866384,14.0529144
0.0121,0.0671,0.3234,0.203388,0.1986024,14.0409504
0.0066,0.0627,0.3289,0.203388,0.1986024,14.0385576
0.0088,0.0616,0.3267,0.1890312,0.2009952,14.0289864
0.0154,0.0627,0.3311,0.2009952,0.1938168,14.033772
0.0506,0.0979,0.3289,0.2009952,0.1890312,13.9691664
0.0649,0.099,0.3179,0.1890312,0.1938168,13.9930944
0.0627,0.099,0.3278,0.2009952,0.191424,13.9907016
0.0638,0.0957,0.3212,0.2009952,0.215352,13.9930944
0.0594,0.0957,0.3267,0.203388,0.2009952,13.985916
0.0693,0.0913,0.3223,0.1770672,0.1986024,13.9883088
0.0682,0.0979,0.3234,0.1842456,0.203388,13.9954872
0.0748,0.1012,0.3278,0.1986024,0.17946,13.9883088
0.0726,0.0979,0.3212,0.203388,0.1986024,13.9763448
